n,media,ic_low,ic_high
346,0.562511560693642,0.5169801574604699,0.6080429639268142
347,0.5634726224783865,0.5180337507433702,0.6089114942134027
348,0.5644885057471268,0.5191368161095167,0.609840195384737
349,0.562873925501433,0.5175414631597715,0.6082063878430946
350,0.5638542857142861,0.5186108770285484,0.6090976944000238
351,0.5647321937321942,0.519585286670856,0.6098791007935324
352,0.5656250000000004,0.5205727471511431,0.6106772528488577
353,0.5640254957507086,0.5189914859247218,0.6090595055766954
354,0.5649519774011303,0.5200088493378378,0.6098951054644229
355,0.5659183098591553,0.5210621186055617,0.6107745011127488
356,0.5667471910112363,0.5219879153486658,0.6115064666738067
357,0.5651624649859948,0.5204204915217423,0.6099044384502472
358,0.5635865921787713,0.5188626896355756,0.608310494721967
359,0.5645543175487469,0.5199150044075547,0.609193630689939
360,0.5653916666666671,0.5208464967963495,0.6099368365369846
361,0.5663102493074796,0.5218523457806232,0.610768152834336
362,0.5647486187845308,0.5203078740068842,0.6091893635621773
363,0.563201101928375,0.5187789987874157,0.6076232050693343
364,0.5640302197802202,0.5197007374939069,0.6083597020665334
365,0.5649123287671236,0.5206708496861643,0.6091538078480829
366,0.5657677595628419,0.5216156703300079,0.6099198487956758
367,0.5666594005449594,0.522593284108158,0.6107255169817609
368,0.5675135869565221,0.5235356861743405,0.6114914877387037
369,0.5684146341463417,0.5245206946344667,0.6123085736582168
370,0.5668810810810814,0.5230025781049392,0.6107595840572235
371,0.5676765498652294,0.5238889191170697,0.6114641806133891
372,0.5661532258064519,0.522381235732405,0.6099252158804988
373,0.5669142091152818,0.5232344733957981,0.6105939448347655
374,0.5654010695187169,0.5217371707895376,0.6090649682478962
375,0.5662720000000003,0.5226914123055714,0.6098525876944293
376,0.5670212765957451,0.5235321622044644,0.6105103909870258
377,0.5655225464190985,0.5220493166452405,0.6089957761929565
378,0.5663174603174608,0.5229315991327594,0.6097033215021621
379,0.5671688654353566,0.5238656271450101,0.6104721037257032
380,0.5656789473684215,0.5223909383732992,0.6089669563635438
381,0.5665748031496067,0.523365006479738,0.6097845998194754
382,0.5650942408376968,0.5218998599748719,0.6082886217005217
383,0.5659686684073112,0.5228532801890342,0.6090840566255882
384,0.5668593750000005,0.5238211239337295,0.6098976260662715
385,0.5653896103896109,0.522366485791634,0.6084127349875877
386,0.5661761658031093,0.5232371393136563,0.6091151922925622
387,0.5670129198966413,0.5241537537355976,0.609872086057685
388,0.5678762886597942,0.5250943852192989,0.6106581921002896
389,0.5687223650385608,0.5260185161870169,0.6114262138901047
390,0.567266666666667,0.5245767522306812,0.6099565811026528
391,0.565818414322251,0.5231430661374463,0.6084937625070557
392,0.5666096938775514,0.5240152703196883,0.6092041174354146
393,0.5651704834605602,0.5225907981515413,0.6077501687695791
394,0.5659644670050765,0.5234646475308521,0.608464286479301
395,0.5667164556962029,0.5242989276238131,0.6091339837685926
396,0.5674419191919196,0.5251079393167667,0.6097758990670724
397,0.5681964735516377,0.5259435422232769,0.6104494048799985
398,0.56677135678392,0.5245320268389487,0.6090106867288912
399,0.567696741854637,0.5255244732625827,0.6098690104466914
400,0.5685225000000004,0.5264248035449778,0.610620196455023
401,0.5671072319202,0.5250228952355145,0.6091915686048854
402,0.5679079601990055,0.5258992555302808,0.6099166648677301
403,0.568734491315137,0.5267989809316531,0.6106700016986208
404,0.569475247524753,0.5276186407063872,0.6113318543431188
405,0.568071604938272,0.5262277063357991,0.609915503540745
406,0.5688990147783256,0.5271269368274148,0.6106710927292364
407,0.5696732186732191,0.5279764237192379,0.6113700136272002
408,0.5704877450980396,0.5288627708010527,0.6121127193950264
409,0.5690953545232278,0.5274824630584752,0.6107082459879803
410,0.5699097560975613,0.5283679257119898,0.6114515864831329
411,0.5707469586374699,0.5292739601357229,0.612219957139217
412,0.5714441747572819,0.5300495639450055,0.6128387855695584
413,0.5721912832929785,0.5308712117167447,0.6135113548692124
414,0.5728937198067636,0.5316507493216655,0.6141366902918618
415,0.571518072289157,0.5302861263528236,0.6127500182254904
416,0.570146634615385,0.5289259658543902,0.6113673033763797
417,0.5709400479616311,0.529789073059507,0.6120910228637553
418,0.5695765550239239,0.5284370352185666,0.6107160748292813
419,0.5703914081145589,0.5293192329600014,0.6114635832691164
420,0.5690380952380957,0.5279778514958412,0.6100983389803502
421,0.569845605700713,0.5288525495946561,0.6108386618067698
